Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,Keywords,Pages,Abstract
Functional Testing of Java Programs,Trends in Functional Programming,,,,10.1007/978-3-319-39110-6_3,Clara Benac EarleLars-Åke Fredlund,2016,http://link.springer.com/chapter/10.1007/978-3-319-39110-6_3,Chapter,"Erlang, Java, Software testing",10,"This paper describes an approach to testing Java code using a functional programming language. Models for Java programs are expressed as Quviq Erlang QuickCheck properties, from which random tests are generated and executed. To remove the need for writing boilerplate code to interface Java and Erlang, a new library, JavaErlang, has been developed. The library provides a number of interesting features, e.g., it supports automatic garbage collection of Java objects communicated to Erlang, and permits Java classes to be written entirely in Erlang. Moreover, as the library is built on top of the Erlang distributed node concept, the Java program under test runs in isolation from the Erlang testing code. The chief advantage of this testing approach is that a functional programming language, with expressive data types and side-effect free libraries, is very suited to formulating models for imperative programs. The resulting testing methodology has been applied extensively to evaluate student Java exercises."
Model-Driven Active Automata Learning with LearnLib Studio,"Leveraging Applications of Formal Methods, Verification, and Validation",,,,10.1007/978-3-319-51641-7_8,Oliver BauerJohannes NeubauerMalte Isberner,2016,http://link.springer.com/chapter/10.1007/978-3-319-51641-7_8,Chapter,,10,"We present our reboot of LearnLib Studio , formerly being a part of the Next Generation LearnLib (NGLL) framework for model-based construction of automata learning solutions. The new version of LearnLib Studio is a from-scratch re-implementation, which is based on an improved open-source realization of LearnLib as well as our latest version of the jABC framework ( jABC4 ) for model-driven, service-oriented development of applications with recently added support for type-safe higher-order process modeling. Our all new version of LearnLib Studio provides an easy way to enable even users who do not necessarily have programming expertise to use and extend dedicated learning solutions with minimal manual effort. We illustrate the tool by applying automata learning to a concrete web service following the Representational State Transfer (REST) paradigm."
Risk-Based Interoperability Testing Using Reinforcement Learning,Testing Software and Systems,,,,10.1007/978-3-319-47443-4_4,André ReichstallerBenedikt EberhardingerAlexander KnappWolfgang ReifMarcel Gehlen,2016,http://link.springer.com/chapter/10.1007/978-3-319-47443-4_4,Chapter,"Generate Test Case, Model Checker, Reinforcement Learning, System Under Test, Test Suite",10,"Risk-based test strategies enable the tester to harmonize the number of specified test cases with imposed time and cost constraints. However, the risk assessment itself often requires a considerable effort of cost and time, since it is rarely automated. Especially for complex tasks such as testing the interoperability of different components it is expensive to manually assess the criticality of possible faults. We present a method that operationalizes the risk assessment for interoperability testing. This method uses behavior models of the system under test and reinforcement learning techniques to break down the criticality of given failure situations to the relevance of single system actions for being tested. Based on this risk assessment, a desired number of test cases is generated which covers as much relevance as possible. Risk models and test cases have been generated for a mobile payment system within an industrial case study."
How to Assure Correctness and Safety of Medical Software: The Hemodialysis Machine Case Study,"Abstract State Machines, Alloy, B, TLA, VDM, and Z",,,,10.1007/978-3-319-33600-8_30,Paolo ArcainiSilvia BonfantiAngelo GargantiniElvinia Riccobene,2016,http://link.springer.com/chapter/10.1007/978-3-319-33600-8_30,Chapter,,10,"Medical devices are nowadays more and more software dependent, and software malfunctioning can lead to injuries or death for patients. Several standards have been proposed for the development and the validation of medical devices, but they establish general guidelines on the use of common software engineering activities without any indication regarding methods and techniques to assure safety and reliability. This paper takes advantage of the Hemodialysis machine case study to present a formal development process supporting most of the engineering activities required by the standards, and provides rigorous approaches for system validation and verification. The process is based on the Abstract State Machine formal method and its model refinement principle."
Test Generation by Constraint Solving and FSM Mutant Killing,Testing Software and Systems,,,,10.1007/978-3-319-47443-4_3,Alexandre PetrenkoOmer Nguena TimoS. Ramesh,2016,http://link.springer.com/chapter/10.1007/978-3-319-47443-4_3,Chapter,"Conformance testing, Fault coverage analysis, Fault model-based test generation, Fault modelling, FSM, Mutation testing, Test coverage",10,"The problem of fault model-based test generation from formal models, in this case Finite State Machines, is addressed. We consider a general fault model which is a tuple of a specification, conformance relation and fault domain. The specification is a deterministic FSM which can be partially specified and not reduced. The conformance relation is quasi-equivalence, as all implementations in the fault domain are assumed to be completely specified FSMs. The fault domain is a set of all possible deterministic submachines of a given nondeterministic FSM, called a mutation machine. The mutation machine contains a specification machine and extends it with mutated transitions modelling potential faults. An approach for deriving a test suite which is complete (sound and exhaustive) for the given fault model is elaborated. It is based on our previously proposed method for analyzing the test completeness by logical encoding and SMT-solving. The preliminary experiments performed on an industrial controller indicate that the approach scales sufficiently well."
Web Service Test Evolution,Software Quality. The Future of Systems- and Software Development,,,,10.1007/978-3-319-27033-3_12,Harry M. Sneed,2016,http://link.springer.com/chapter/10.1007/978-3-319-27033-3_12,Chapter,"Automated web service testing, Data reverse engineering, Regression testing, Requirement-based testing, Test automation, Test maintenance, Test script evolution, Test-driven development, Web services",10,"In order to remain useful test scripts must evolve parallel to the test objects they are intended to test. In the approach described here the test objects are web services whose test script is derived from the web service interface definition. The test script structure is automatically generated from the WSDL structure with tags and attributes, however, the content, i.e. the test data has to be inserted by hand. From this script service requests are automatically generated and service responses automatically validated. As with other generated software artifacts, once the structure of the interface or the logic of the targeted service is changed, the content of the test script is no longer valid. It has to be altered and/or enhanced to fit the new interface structure and/or the altered service logic. In this paper the author proposes a semi-automated approach to solving this test maintenance problem and explains how it has been implemented in a web service testing tool by employing data reverse engineering techniques. The author also report on his experience with the approach when maintaining a test in the field."
Software that Meets Its Intent,"Leveraging Applications of Formal Methods, Verification and Validation: Discussion, Dissemination, Applications",,,,10.1007/978-3-319-47169-3_47,Marieke HuismanHerbert BosSjaak BrinkkemperArie van DeursenJan Friso GrootePatricia LagoJaco van de PolEelco Visser,2016,http://link.springer.com/chapter/10.1007/978-3-319-47169-3_47,Chapter,"Intended Behavior, Model Checker, Program Verifier, Proof Checker, Satisfiability Modulo Theory",10,"Software is widely used, and society increasingly depends on its reliability. However, software has become so complex and it evolves so quickly that we fail to keep it under control. Therefore, we propose intents : fundamental laws that capture a software systems’ intended behavior (resilient, secure, safe, sustainable, etc.). The realization of this idea requires novel theories, algorithms, tools, and techniques to discover, express, verify, and evolve software intents. Thus, future software systems will be able to verify themselves that they meet their intents. Moreover, they will be able to respond to deviations from intents through self-correction. In this article we propose a research agenda, outlining which novel theories, algorithms and tools are required."
A Model Interpreter for Timed Automata,"Leveraging Applications of Formal Methods, Verification and Validation: Foundational Techniques",,,,10.1007/978-3-319-47166-2_17,M. Usman IftikharJonas LundbergDanny Weyns,2016,http://link.springer.com/chapter/10.1007/978-3-319-47166-2_17,Chapter,"Model interpretation, Model-driven development, Timed automata, Virtual machine",10,"In the model-centric approach to model-driven development, the models used are sufficiently detailed to be executed. Being able to execute the model directly, without any intermediate model-to-code translation, has a number of advantages. The model is always up-to-date and runtime updates of the model are possible. This paper presents a model interpreter for timed automata, a formalism often used for modeling and verification of real-time systems. The model interpreter supports real-time system features like simultaneous execution, system wide signals, a ticking clock, and time constraints. Many existing formal representations can be verified, and many existing DSMLs can be executed. It is the combination of being both verifiable and executable that makes our approach rather unique."
Cost-Benefit Analysis of Using Dependency Knowledge at Integration Testing,Product-Focused Software Process Improvement,,,,10.1007/978-3-319-49094-6_17,Sahar TahviliMarkus BohlinMehrdad SaadatmandStig LarssonWasif AfzalDaniel Sundmark,2016,http://link.springer.com/chapter/10.1007/978-3-319-49094-6_17,Chapter,"Decision support system, Integration testing, Optimization, Prioritization, Process improvement, Return on investment, Software testing, Test case selection",10,"In software system development, testing can take considerable time and resources, and there are numerous examples in the literature of how to improve the testing process. In particular, methods for selection and prioritization of test cases can play a critical role in efficient use of testing resources. This paper focuses on the problem of selection and ordering of integration-level test cases. Integration testing is performed to evaluate the correctness of several units in composition. Further, for reasons of both effectiveness and safety, many embedded systems are still tested manually. To this end, we propose a process, supported by an online decision support system, for ordering and selection of test cases based on the test result of previously executed test cases. To analyze the economic efficiency of such a system, a customized return on investment (ROI) metric tailored for system integration testing is introduced. Using data collected from the development process of a large-scale safety-critical embedded system, we perform Monte Carlo simulations to evaluate the expected ROI of three variants of the proposed new process. The results show that our proposed decision support system is beneficial in terms of ROI at system integration testing and thus qualifies as an important element in improving the integration testing process."
Temporal Test Generation for Embedded System Based on Correlation Analysis of Timing Constraints,Software Engineering and Methodology for Emerging Domains,,,,10.1007/978-981-10-3482-4_15,Bo WangXiaoying BaiWenguang ChenXiaoyu Song,2016,http://link.springer.com/chapter/10.1007/978-981-10-3482-4_15,Chapter,"Correlation analysis, Embedded software, Temporal testing, Test generation, Timing constraint",10,"Timing constraints are critical to real-time embedded software. However, it is hard to verify and validate system temporal correctness when there exist multiple timing constraints with complex inter-dependencies. To facilitate temporal testing, the paper systematically analyzes the characteristics of timing constraints and their correlation patterns, using a modeling technique called Extended Semantic Interface Automata (ESIA). A Correlation-Based Partition Testing (CBPT) approach is proposed to generate temporal test cases. The value of time variables are sampled from equivalent partitions of test domain, which are identified by taking constraints and constraint correlations into considerations. Each partition of test vectors represents a typical timing scenario, such that the sampled test cases can validate both the correctness of system normal functionalities and system robustness in reaction to timing exceptions. The strategies to search and calculate test data are designed. Experiments are exercised on a Satellite Positioning System (SPS) software. The results show that the proposed approach can effectively reduce test cost, enhance test coverage, and efficiently detect various temporal defects."
Cyber-Physical Systems Engineering,Engineering Trustworthy Software Systems,,,,10.1007/978-3-319-29628-9_5,Bernd-Holger Schlingloff,2016,http://link.springer.com/chapter/10.1007/978-3-319-29628-9_5,Chapter,"Block diagrams, Code generation, Cyber-physical systems, Embedded systems, Model-based design, Requirements analysis, State-transition systems, Systems analysis, Systems modeling",10,Building complex embedded- and cyber-physical systems requires a holistic view on both product and process. The constructed system must interact with its physical environment and its human users in a smooth way. The development processes must provide a seamless transition between stages and views. Different modeling techniques and methods have been proposed to achieve this goal. In this chapter we present the fundamentals of cyber-physical systems engineering: identification and quantification of system goals; requirements elicitation and management; modeling and simulation in different views; and validation to ensure that the system meets its original design goals. A special focus is on the model-based design process. All techniques are demonstrated with appropriate examples and engineering tools.
Combining Model Learning and Model Checking to Analyze TCP Implementations,Computer Aided Verification,,,,10.1007/978-3-319-41540-6_25,Paul Fiterău-BroşteanRamon JanssenFrits Vaandrager,2016,http://link.springer.com/chapter/10.1007/978-3-319-41540-6_25,Chapter,"Abstraction Function, Automaton Learning, Equivalence Query, Membership Query, Model Check",10,"We combine model learning and model checking in a challenging case study involving Linux, Windows and FreeBSD implementations of TCP. We use model learning to infer models of different software components and then apply model checking to fully explore what may happen when these components (e.g. a Linux client and a Windows server) interact. Our analysis reveals several instances in which TCP implementations do not conform to their RFC specifications."
A Case Study for a Bidirectional Transformation Between Heterogeneous Metamodels in QVT Relations,Evaluation of Novel Approaches to Software Engineering,,,,10.1007/978-3-319-30243-0_8,Bernhard Westfechtel,2016,http://link.springer.com/chapter/10.1007/978-3-319-30243-0_8,Chapter,"Bidirectional Transformation, Ecore Model, Heterogeneous Metamodels, Object-relational Mapping, Unidirectional Transformations",10,"Model transformations constitute a key technology for model-driven software engineering. In additional to unidirectional transformations, bidirectional transformations may be required e.g. for round-trip engineering or bidirectional data conversion. Bidirectional transformations may be difficult to perform if the metamodels of source and target models differ significantly from each other, as it is the case for object-relational mappings. In this paper, we present a bidirectional transformation between Ecore models and relational schemata written in QVT Relations. The case study demonstrates that it is possible to encode a bidirectional transformation between heterogeneous metamodels in a single relational specification. Simultaneously, the case study also shows some inherent limitations of what can be achieved by bidirectional transformations."
Applying Abstract Interpretation to Verify EN-50128 Software Safety Requirements,"Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification",,,,10.1007/978-3-319-33951-1_14,Daniel KästnerChristian Ferdinand,2016,http://link.springer.com/chapter/10.1007/978-3-319-33951-1_14,Chapter,"Abstract Interpretation-based Static Analysis, Data Races, Potential Runtime Errors, Stack Overflow, Worst-case Execution Time (WCET)",10,"Like other contemporary safety standards EN-50128 requires to identify potential functional and non-functional hazards and to demonstrate that the software does not violate the relevant safety goals. Examples of safety-relevant non-functional hazards are violations of resource bounds, especially stack overflows and deadline violations, as well as run-time errors and data races. They can cause erroneous and erratic program behavior, invalidate separation mechanisms in mixed-criticality software, and even trigger software crashes. Classical software verification methods like code review and testing with measurements cannot really guarantee the absence of errors. Abstract interpretation is a formal method for static program analysis which supports formal soundness proofs (it can be proven that no error is missed) and which scales. This article gives an overview of abstract interpretation and its application to compute safe worst-case execution time and stack bounds, and to find all potential run-time errors, and data races. We discuss the tool qualification of abstract interpretation-based static analyzers and describe their contribution with respect to EN-50128 compliant verification processes. We also illustrate their integration in the development process and report on practical experience."
Your Proof Fails? Testing Helps to Find the Reason,Tests and Proofs,,,,10.1007/978-3-319-41135-4_8,Guillaume PetiotNikolai KosmatovBernard BotellaAlain GiorgettiJacques Julliand,2016,http://link.springer.com/chapter/10.1007/978-3-319-41135-4_8,Chapter,"Deductive Veriﬁcation, Failed Proof, PathCrawler, Veriﬁcation Engine, Weak Contraction",10,"Applying deductive verification to formally prove that a program respects its formal specification is a very complex and time-consuming task due in particular to the lack of feedback in case of proof failures. Along with a non-compliance between the code and its specification (due to an error in at least one of them), possible reasons of a proof failure include a missing or too weak specification for a called function or a loop, and lack of time or simply incapacity of the prover to finish a particular proof. This work proposes a complete methodology where test generation helps to identify the reason of a proof failure and to exhibit a counterexample clearly illustrating the issue. We define the categories of proof failures, introduce two subcategories of contract weaknesses (single and global ones), and examine their properties. We describe how to transform a formally specified C program into C code suitable for testing, and illustrate the benefits of the method on comprehensive examples. The method has been implemented in StaDy , a plugin of the software analysis platform Frama-C . Initial experiments show that detecting non-compliances and contract weaknesses allows to precisely diagnose most proof failures."
Privacy-Preserving Targeted Mobile Advertising: Formal Models and Analysis,Data Privacy Management and Security Assurance,,,,10.1007/978-3-319-47072-6_7,Yang LiuAndrew Simpson,2016,http://link.springer.com/chapter/10.1007/978-3-319-47072-6_7,Chapter,"Internet Economy, Mobile Advertising, Personal Information, Prototype Solution, Tschantz",10,"Targeted Mobile Advertising (TMA) has emerged as a significant driver of the Internet economy. TMA gives rise to interesting challenges: there is a need to balance privacy and utility; there is a need to guarantee that applications’ access to resources is appropriate; and there is a need to ensure that the targeting of ads is effective. As many authors have argued, formal models are ideal vehicles for reasoning about privacy, as well as for reasoning about the relationship between privacy and utility. To this end, we describe how the formal notation Z has been used to develop formal models to underpin a prototype privacy-preserving TMA system. We give consideration to how formal models can help in underpinning the prototype system, in analysing privacy in the context of targeted mobile advertising, and in allowing users to specify control of their personal information."
The Kind 2 Model Checker,Computer Aided Verification,,,,10.1007/978-3-319-41540-6_29,Adrien ChampionAlain MebsoutChristoph StickselCesare Tinelli,2016,http://link.springer.com/chapter/10.1007/978-3-319-41540-6_29,Chapter,"Compositional Reasoning, Contract Reﬁnement, Initial State Predicate, Invariant Generation Techniques, Synchronous Reactive Systems",10,"Kind  2 is an open-source, multi-engine, SMT-based model checker for safety properties of finite- and infinite-state synchronous reactive systems. It takes as input models written in an extension of the Lustre language that allows the specification of assume-guarantee-style contracts for system components. Kind  2 was implemented from scratch based on techniques used by its predecessor, the PKind model checker. This paper discusses a number of improvements over PKind in terms of invariant generation. It also introduces two main features: contract-based compositional reasoning and certificate generation."
Transforming CPN Models into Code for TinyOS: A Case Study of the RPL Protocol,Application and Theory of Petri Nets and Concurrency,,,,10.1007/978-3-319-39086-4_10,Lars Michael KristensenVegard Veiset,2016,http://link.springer.com/chapter/10.1007/978-3-319-39086-4_10,Chapter,"Coloured Petri Nets (CPN), Destination-oriented Directed Acyclic Graph (DODAG), Substitution Transition, TinyOS Components, TinyOS Platform",10,"TinyOS is a widely used platform for the development of networked embedded systems offering a programming model targeting resource constrained devices. We present a semi-automatic software engineering approach where Coloured Petri Net (CPNs) models are used as a starting point for developing protocol software for the TinyOS platform. The approach consists of five refinement steps that allow a developer to gradually transform a platform-independent CPN model into a platform-specific model that enables automatic code generation. To evaluate our approach, we use it to obtain an implementation of the IETF RPL routing protocol for sensor networks."
Model-Based Testing for Composite Web Services in Cloud Brokerage Scenarios,Advances in Service-Oriented and Cloud Computing,,,,10.1007/978-3-319-14886-1_18,Mariam KiranAnthony J. H. Simons,2015,http://link.springer.com/chapter/10.1007/978-3-319-14886-1_18,Chapter,"Cloud Service, Component Service, Composite Service, Service Composition, Test Suite",10,"Cloud brokerage is an enabling technology allowing various services to be merged together for providing optimum quality of service for the end-users. Within this collection of composed services, testing is a challenging task which brokers have to take on to ensure quality of service. Most Software-as-a-Service (SaaS) testing has focused on high-level test generation from the functional specification of individual services, with little research into how to achieve sufficient test coverage of composite services. This paper explores the use of model-based testing to achieve testing of composite services, when two individual web services are tested and combined. Two example web services – a login service and a simple shopping service – are combined to give a more realistic shopping cart service. This paper focuses on the test coverage required for testing the component services individually and their composition. The paper highlights the problems of service composition testing, requiring a reworking of the combined specification and regeneration of the tests, rather than a simple composition of the test suites; and concludes by arguing that more work needs to be done in this area."
Model-Based Testing from Input Output Symbolic Transition Systems Enriched by Program Calls and Contracts,Testing Software and Systems,,,,10.1007/978-3-319-25945-1_3,Imen BoudhibaChristophe GastonPascale Le GallVirgile Prevosto,2015,http://link.springer.com/chapter/10.1007/978-3-319-25945-1_3,Chapter,"Feasibility, Input output symbolic transition systems, Model-based testing, Program contracts, Symbolic execution",10,"An Input Output Symbolic Transition System (IOSTS) specifies all expected sequences of input and output messages of a reactive system. Symbolic execution over this IOSTS then allows to generate a set of test cases that can exercise the various possible behaviors of the system it represents. In this paper, we extend the IOSTS framework with explicit program calls, possibly equipped with contracts specifying what the program is supposed to do. This approach bridges the gap between a model-based approach in which user-defined programs are abstracted away and a code-based approach in which small pieces of code are separately considered regardless of the way they are combined. First, we extend symbolic execution techniques for IOSTS with programs, in order to re-use classical test case generation algorithms. Second, we explore how constraints coming from IOSTS symbolic execution can be used to infer contracts for programs used in the IOSTS."
Model-Based Robustness Testing in Event-B Using Mutation,Software Engineering and Formal Methods,,,,10.1007/978-3-319-22969-0_10,Aymerick SavaryMarc FrappierMichael LeuschelJean-Louis Lanet,2015,http://link.springer.com/chapter/10.1007/978-3-319-22969-0_10,Chapter,"
                  Event-B
                , 
                  ProB
                , Intrusion testing, Model-based testing, Robustness testing, Specification mutation, Vulnerability analysis",10,"Robustness testing aims at finding errors in a system under invalid conditions, such as unexpected inputs. We propose a robustness testing approach for Event-B based on specification mutation and model-based testing. We assume that a specification describes the valid inputs of a system. By applying negation rules, we mutate the precondition of events to explore invalid behaviour. Tests are generated from the mutated specification using ProB . ProB has been adapted to efficiently process mutated events. Mutated events are statically checked for satisfiability and enability using constraint satisfaction, to prune the transition search space. This has dramatically improve the performance of test generation. The approach is applied to the Java Card bytecode verifier. Large mutated specifications (containing 921 mutated events) can be easily tackled to ensure a good coverage of the robustness test space."
Risk-Driven Vulnerability Testing: Results from eHealth Experiments Using Patterns and Model-Based Approach,Risk Assessment and Risk-Driven Testing,,,,10.1007/978-3-319-26416-5_7,Alexandre VernotteCornel BoteaBruno LegeardArthur MolnarFabien Peureux,2015,http://link.springer.com/chapter/10.1007/978-3-319-26416-5_7,Chapter,"eHealth web application, Empirical evaluation, Risk-driven testing, Security test pattern, Vulnerability testing",10,"This paper introduces and reports on an original tooled risk-driven security testing process called Pattern-driven and Model-based Vulnerability Testing. This fully automated testing process, drawing on risk-driven strategies and Model-Based Testing (MBT) techniques, aims to improve the capability of detection of various Web application vulnerabilities, in particular SQL injections, Cross-Site Scripting, and Cross-Site Request Forgery. It is based on a mixed modeling of the system under test: an MBT model captures the behavioral aspects of the Web application, while formalized vulnerability test patterns, selected from risk assessment results, drive the overall test generation process. An empirical evaluation, conducted on a complex and freely-accessible eHealth system developed by Info World, shows that this novel process is appropriate for automatically generating and executing risk-driven vulnerability test cases and is promising to be deployed for large-scale Web applications."
Model-Based Analysis for Safety Critical Software,"Computer Safety, Reliability, and Security",,,,10.1007/978-3-319-24255-2_9,Stefan GulanJens HarnischSven JohrRoberto KretschmerStefan RiegerRafael Zalman,2015,http://link.springer.com/chapter/10.1007/978-3-319-24255-2_9,Chapter,"AUTOSAR, Formal methods, Functional safety, ISO 26262, Model checking, Model-based testing, Safety analysis",10,"Safety-relevant software developed within the automotive domain is subject to the safety standard ISO 26262. In particular, a supplier must show that implemented safety mechanisms sufficiently address relevant failure modes. This involves complex and costly testing procedures. We introduce an early analysis approach for safety mechanisms implemented in safety-relevant software by combining model checking and model-based testing. Model checking is applied to verify the correctness of an abstract amodel of the system under test. The verified model is then used to automatically generate tests for the verification of the implemented Safety Elements. The approach has been evaluated in an industrial case study, addressing Analogue Digital Converters as part of the motor control within a hybrid electric vehicle. The results suggest that our approach allows to create high quality test suites. In addition, the test model helps to reduce misunderstandings due to imprecise specification of safety mechanisms."
"Require, Test and Trace IT",Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-319-19458-5_8,Bernhard K. AichernigKlaus HörmaierFlorian LorberDejan NičkovićStefan Tiran,2015,http://link.springer.com/chapter/10.1007/978-3-319-19458-5_8,Chapter,"Consistency checking, Formal specification, Incremental test-case generation, Model-based testing, Requirement interfaces, Requirements engineering, Synchronous systems, Test-case generation, Traceability",10,"We propose a framework for requirement-driven test generation that combines contract-based interface theories with model-based testing. We design a specification language, requirement interfaces , for formalizing different views (aspects) of synchronous data-flow systems from informal requirements. Multiple views of a system, modeled as requirement interfaces, are naturally combined by conjunction. We develop an incremental test generation procedure with several advantages. The test generation is driven by a single requirement interface at a time. It follows that each test assesses a specific aspect or feature of the system, specified by its associated requirement interface. Since we do not explicitly compute the conjunction of all requirement interfaces of the system, we avoid state space explosion while generating tests. However, we incrementally complete a test for a specific feature with the constraints defined by other requirement interfaces. This allows catching violations of any other requirement during test execution, and not only of the one used to generate the test. Finally, this framework defines a natural association between informal requirements, their formal specifications and the generated tests, thus facilitating traceability. We implemented a prototype test generation tool and we demonstrate its applicability on an industrial use case."
Bounded Determinization of Timed Automata with Silent Transitions,Formal Modeling and Analysis of Timed Systems,,,,10.1007/978-3-319-22975-1_19,Florian LorberAmnon RosenmannDejan NičkovićBernhard K. Aichernig,2015,http://link.springer.com/chapter/10.1007/978-3-319-22975-1_19,Chapter,"Bound Model Check, Bypass Transition, Observable Transition, Time Automaton, Unary Constraint",10,"Deterministic timed automata are strictly less expressive than their non-deterministic counterparts, which are again less expressive than those with silent transitions. As a consequence, timed automata are in general non-determinizable. This is unfortunate since deterministic automata play a major role in model-based testing, observability and implementability. However, by bounding the length of the traces in the automaton, effective determinization becomes possible. We propose a novel procedure for bounded determinization of timed automata. The procedure unfolds the automata to bounded trees, removes all silent transitions and determinizes via disjunction of guards. The proposed algorithms are optimized to the bounded setting and thus are more efficient and can handle a larger class of timed automata than the general algorithms. The approach is implemented in a prototype tool and evaluated on several examples. To our best knowledge, this is the first implementation of this type of procedure for timed automata."
A SysML Formal Framework to Combine Discrete and Continuous Simulation for Testing,Formal Methods and Software Engineering,,,,10.1007/978-3-319-25423-4_9,Jean-Marie GauthierFabrice BouquetAhmed HammadFabien Peureux,2015,http://link.springer.com/chapter/10.1007/978-3-319-25423-4_9,Chapter,"Constraint solving, Discrete & continuous simulation, Model-based testing, Model-driven engineering, Modelica, Real-time system, SysML",10,"The increasing interactions between huge amount of software and hardware subsystem (hydraulics, mechanics, electronics, etc.) lead to a new kind of complexity that is difficult to manage during the validation of safety-critical and complex embedded systems. This paper introduces a formal SysML-based framework to combine both discrete and continuous simulation to validate physical systems at the early stage of development. This original modelling framework takes as input a SysML model annotated with Modelica code and OCL constraints. Such a model provides a precise and unambiguous description of the designed system and its environment, involving both discrete and continuous features. This formal framework enables to automatically generate Modelica code to perform real-time simulation. On the basis of a constraint system derived from the discrete SysML/OCL modelling artefacts, it also makes it possible to automatically generate black-box test cases that can be used to validate the simulated system as well as the corresponding physical device. This framework has been validated by conclusive experiments conducted to prototype a new energy manager system for aeronautics."
Case Study: Automatic Test Case Generation for a Secure Cache Implementation,Tests and Proofs,,,,10.1007/978-3-319-21215-9_4,Roderick BloemDaniel HeinFranz RöckRichard Schumi,2015,http://link.springer.com/chapter/10.1007/978-3-319-21215-9_4,Chapter,"Automatic test case generation, Model checking, Model-based testing, Trap properties",10,"While many approaches for automatic test case generation have been proposed over the years, it is often difficult to predict which of them may work well on concrete problems. In this paper, we therefore present a case study in automatic, model-based test case generation: We implemented several graph-based methods that compute test cases with a model checker using trap properties, and evaluate these methods on a Secure Block Device implementation. We compare the number of generated test cases, the required generation time and the achieved code coverage. Our conclusions are twofold: First, automatic test case generation is feasible and beneficial for this case study, and even found a real bug in the implementation. Second, simple coverage methods on the model may already yield test suites of sufficient quality."
Mobile Application Verification: A Systematic Mapping Study,Computational Science and Its Applications -- ICCSA 2015,,,,10.1007/978-3-319-21413-9_11,Mehmet SahinogluKoray InckiMehmet S. Aktas,2015,http://link.springer.com/chapter/10.1007/978-3-319-21413-9_11,Chapter,"Literature review, Mobile application, Software testing, Systematic mapping, Verification",10,"The proliferation of mobile devices and applications has seen an unprecedented rise in recent years. Application domains of mobile systems range from personal assistants to point-of-care health informatics systems. Software development for such diverse application domains requires stringent and well-defined development process. Software testing is a type of verification that is required to achieve more reliable system. Even though, Software Engineering literature contains many research studies that address challenging issues in mobile application development, we could not have identified a comprehensive literature review study on this subject. In this paper, we present a systematic mapping of the Software Verification in the field of mobile applications. We provide definitive metrics and publications about mobile application testing, which we believe will allow fellow researchers to identify gaps and research opportunities in this field."
Selective Test Generation Approach for Testing Dynamic Behavioral Adaptations,Testing Software and Systems,,,,10.1007/978-3-319-25945-1_14,Mariam LahamiMoez KrichenHajer BarhoumiMohamed Jmaiel,2015,http://link.springer.com/chapter/10.1007/978-3-319-25945-1_14,Chapter,,10,"This paper presents a model-based black-box testing approach for dynamically adaptive systems. Behavioral models of such systems are formally specified using timed automata. With the aim of obtaining the new test suite and avoiding its regeneration in a cost effective manner, we propose a selective test generation approach. The latter comprises essentially three modules: (1) a model differencing module that detects similarities and differences between the initial and the evolved behavioral models, (2) an old test classification module that identifies reusable and retestable tests from the old test suite, and finally (3) a test generation module that generates new tests covering new behaviors and adapts old tests that failed during animation. To show its efficiency, the proposed technique is illustrated through the Toast application and compared to the classical Regenerate All and Retest All approaches."
Safety.Lab: Model-Based Domain Specific Tooling for Safety Argumentation,"Computer Safety, Reliability, and Security",,,,10.1007/978-3-319-24249-1_7,Daniel RatiuMarc ZellerLennart Killian,2015,http://link.springer.com/chapter/10.1007/978-3-319-24249-1_7,Chapter,"Assurance cases, Model driven engineering, Safety-critical systems, Tooling",10,"Assurance cases capture the argumentation that a system is safe by putting together pieces of evidence at different levels of abstraction and of different nature. Managing the interdependencies between these artefacts lies at the heart of any safety argument. Keeping the assurance case complete and consistent with the system is a manual and very ressource consuming process. Current tools do not address these challenges in constructing and maintaining safety arguments. In this paper we present a tooling prototype called Safety.Lab which features rich and deeply integrated models to describe requirements, hazards list, fault trees and architecture. We show how Safety.Lab opens opportunities to automate completeness and consistency checks for safety argumentation."
