Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Runtime Verification of Expected Energy Consumption in Smartphones,Model Checking Software,,,,10.1007/978-3-319-23404-5_10,Ana Rosario EspadaMaría del Mar GallardoAlberto SalmerónPedro Merino,2015,http://link.springer.com/chapter/10.1007/978-3-319-23404-5_10,Chapter
Empirical Evaluation of UML Modeling Tools–A Controlled Experiment,Modelling Foundations and Applications,,,,10.1007/978-3-319-21151-0_3,Safdar Aqeel SafdarMuhammad Zohaib IqbalMuhammad Uzair Khan,2015,http://link.springer.com/chapter/10.1007/978-3-319-21151-0_3,Chapter
Advanced Test Modelling and Execution Based on the International Standardized Techniques TTCN-3 and UTP,Trustworthy Computing and Services,,,,10.1007/978-3-662-47401-3_32,Axel RennochMarc-Florian WendlandAndreas HoffmannMartin Schneider,2015,http://link.springer.com/chapter/10.1007/978-3-662-47401-3_32,Chapter
A Top-Down Design Approach for an Automated Testing Framework,"Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information",,,,10.1007/978-3-319-26401-1_4,Abel Méndez-PorrasMario Nieto HidalgoJuan Manuel García-ChamizoMarcelo JenkinsAlexandra Martínez Porras,2015,http://link.springer.com/chapter/10.1007/978-3-319-26401-1_4,Chapter
LearnLib Tutorial,Runtime Verification,,,,10.1007/978-3-319-23820-3_25,Malte IsbernerBernhard SteffenFalk Howar,2015,http://link.springer.com/chapter/10.1007/978-3-319-23820-3_25,Chapter
Stream X-Machines for Agent Simulation Test Case Generation,Agents and Artificial Intelligence,,,,10.1007/978-3-319-27947-3_3,Ilias SakellariouDimitris DranidisMarina NtikaPetros Kefalas,2015,http://link.springer.com/chapter/10.1007/978-3-319-27947-3_3,Chapter
An Industrial Case Study on Test Cases as Requirements,Agile Processes in Software Engineering and Extreme Programming,,,,10.1007/978-3-319-18612-2_3,Elizabeth BjarnasonMichael UnterkalmsteinerEmelie EngströmMarkus Borg,2015,http://link.springer.com/chapter/10.1007/978-3-319-18612-2_3,Chapter
Insertion Modeling and Symbolic Verification of Large Systems,SDL 2015: Model-Driven Engineering for Smart Cities,,,,10.1007/978-3-319-24912-4_1,Alexander LetichevskyOleksandr LetychevskyiVolodymyr PeschanenkoThomas Weigert,2015,http://link.springer.com/chapter/10.1007/978-3-319-24912-4_1,Chapter
Evaluation of Autonomous Approaches Using Virtual Environments,"Virtual, Augmented and Mixed Reality",,,,10.1007/978-3-319-21067-4_51,Katharina StahlJörg StöckleinSijia Li,2015,http://link.springer.com/chapter/10.1007/978-3-319-21067-4_51,Chapter
Maareech: Usability Testing Tool for Voice Response System Using XML Based User Models,"Design, User Experience, and Usability: Design Discourse",,,,10.1007/978-3-319-20886-2_10,Siddhartha AsthanaPushpendra Singh,2015,http://link.springer.com/chapter/10.1007/978-3-319-20886-2_10,Chapter
Stochastic Local Search for Falsification of Hybrid Systems,Automated Technology for Verification and Analysis,,,,10.1007/978-3-319-24953-7_35,Jyotirmoy DeshmukhXiaoqing JinJames KapinskiOded Maler,2015,http://link.springer.com/chapter/10.1007/978-3-319-24953-7_35,Chapter
Model-in-the-Loop Testing of a Railway Interlocking System,Model-Driven Engineering and Software Development,,,,10.1007/978-3-319-27869-8_22,Fabio ScippacercolaRoberto PietrantuonoStefano RussoAndrás Zentai,2015,http://link.springer.com/chapter/10.1007/978-3-319-27869-8_22,Chapter
NAT2TEST Tool: From Natural Language Requirements to Test Cases Based on CSP,Software Engineering and Formal Methods,,,,10.1007/978-3-319-22969-0_20,Gustavo CarvalhoFlávia BarrosAna CarvalhoAna CavalcantiAlexandre MotaAugusto Sampaio,2015,http://link.springer.com/chapter/10.1007/978-3-319-22969-0_20,Chapter
LTSmin: High-Performance Language-Independent Model Checking,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-662-46681-0_61,Gijs KantAlfons LaarmanJeroen MeijerJaco van de PolStefan BlomTom van Dijk,2015,http://link.springer.com/chapter/10.1007/978-3-662-46681-0_61,Chapter
Security and Privacy in Vehicular Communications with INTER-TRUST,Cyber Security and Privacy,,,,10.1007/978-3-319-25360-2_5,Juan M. Marín PérezAntonio Moragón JuanJaime Arrazola PérezJavier Monge RabadánAntonio F. Skarmeta Gómez,2015,http://link.springer.com/chapter/10.1007/978-3-319-25360-2_5,Chapter
Revealing Differences in Anatomical Remodelling of the Systemic Right Ventricle,Functional Imaging and Modeling of the Heart,,,,10.1007/978-3-319-20309-6_12,Ernesto ZacurJames WongReza RazaviTal GevaGerald GreilPablo Lamata,2015,http://link.springer.com/chapter/10.1007/978-3-319-20309-6_12,Chapter
TDQMed: Managing Collections of Complex Test Data,Advances in Databases and Information Systems,,,,10.1007/978-3-319-23135-8_23,Johannes HeldRichard Lenz,2015,http://link.springer.com/chapter/10.1007/978-3-319-23135-8_23,Chapter
Rigorous Examination of Reactive Systems:,Runtime Verification,,,,10.1007/978-3-319-23820-3_28,Maren GeskeMalte IsbernerBernhard Steffen,2015,http://link.springer.com/chapter/10.1007/978-3-319-23820-3_28,Chapter
Learning Register Automata with Fresh Value Generation,Theoretical Aspects of Computing - ICTAC 2015,,,,10.1007/978-3-319-25150-9_11,Fides AartsPaul Fiterau-BrosteanHarco KuppensFrits Vaandrager,2015,http://link.springer.com/chapter/10.1007/978-3-319-25150-9_11,Chapter
Testing Business Processes Using TTCN-3,SDL 2015: Model-Driven Engineering for Smart Cities,,,,10.1007/978-3-319-24912-4_18,Bernard StepienKavya MallurLiam Peyton,2015,http://link.springer.com/chapter/10.1007/978-3-319-24912-4_18,Chapter
A Genetic Algorithm for Automatic Business Process Test Case Selection,On the Move to Meaningful Internet Systems: OTM 2015 Conferences,,,,10.1007/978-3-319-26148-5_10,Kristof BöhmerStefanie Rinderle-Ma,2015,http://link.springer.com/chapter/10.1007/978-3-319-26148-5_10,Chapter
Domain-Specific Languages with Scala,Formal Methods and Software Engineering,,,,10.1007/978-3-319-25423-4_1,Cyrille ArthoKlaus HavelundRahul KumarYoriyuki Yamagata,2015,http://link.springer.com/chapter/10.1007/978-3-319-25423-4_1,Chapter
Helping the Tester Get It Right: Towards Supporting Agile Combinatorial Test Design,Software Engineering and Formal Methods,,,,10.1007/978-3-662-49224-6_4,Anna ZamanskyEitan Farchi,2015,http://link.springer.com/chapter/10.1007/978-3-662-49224-6_4,Chapter
Generating Performance Test Model from Conformance Test Logs,SDL 2015: Model-Driven Engineering for Smart Cities,,,,10.1007/978-3-319-24912-4_19,Gusztáv AdamisGábor KovácsGyörgy Réthy,2015,http://link.springer.com/chapter/10.1007/978-3-319-24912-4_19,Chapter
An Approach to Derive Usage Models Variants for Model-Based Testing,Testing Software and Systems,,,,10.1007/978-3-662-44857-1_6,Hamza SamihHélène Le GuenRalf BoguschMathieu AcherBenoit Baudry,2014,http://link.springer.com/chapter/10.1007/978-3-662-44857-1_6,Chapter
Model-Based Testing from Controlled Natural Language Requirements,Formal Techniques for Safety-Critical Systems,,,,10.1007/978-3-319-05416-2_3,Gustavo CarvalhoFlávia BarrosFlorian LapschiesUwe SchulzeJan Peleska,2014,http://link.springer.com/chapter/10.1007/978-3-319-05416-2_3,Chapter
Model-Based Testing in Cloud Brokerage Scenarios,Service-Oriented Computing – ICSOC 2013 Workshops,,,,10.1007/978-3-319-06859-6_17,Mariam KiranAndreas FriesenAnthony J. H. SimonsWolfgang K. R. Schwach,2014,http://link.springer.com/chapter/10.1007/978-3-319-06859-6_17,Chapter
Model-Based Testing: An Approach with SDL/RTDS and DIVERSITY,System Analysis and Modeling: Models and Reusability,,,,10.1007/978-3-319-11743-0_14,Julien DeltourAlain FaivreEmmanuel GaudinArnault Lapitre,2014,http://link.springer.com/chapter/10.1007/978-3-319-11743-0_14,Chapter
Environment-Model Based Testing of Control Systems: Case Studies,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-642-54862-8_55,Erwan JahierSimplice Djoko-DjokoChaouki MaizaEric Lafont,2014,http://link.springer.com/chapter/10.1007/978-3-642-54862-8_55,Chapter
True Error or False Alarm? Refining Astrée’s Abstract Interpretation Results by Embedded Tester’s Automatic Model-Based Testing,"Computer Safety, Reliability, and Security",,,,10.1007/978-3-319-10557-4_12,Sayali SalviDaniel KästnerTom BienmüllerChristian Ferdinand,2014,http://link.springer.com/chapter/10.1007/978-3-319-10557-4_12,Chapter
Model-Based Shrinking for State-Based Testing,Trends in Functional Programming,,,,10.1007/978-3-642-45340-3_7,Pieter KoopmanPeter AchtenRinus Plasmeijer,2014,http://link.springer.com/chapter/10.1007/978-3-642-45340-3_7,Chapter
Risk-Based Vulnerability Testing Using Security Test Patterns,"Leveraging Applications of Formal Methods, Verification and Validation. Specialized Techniques and Applications",,,,10.1007/978-3-662-45231-8_24,Julien BotellaBruno LegeardFabien PeureuxAlexandre Vernotte,2014,http://link.springer.com/chapter/10.1007/978-3-662-45231-8_24,Chapter
Complete Model-Based Equivalence Class Testing for the ETCS Ceiling Speed Monitor,Formal Methods and Software Engineering,,,,10.1007/978-3-319-11737-9_25,Cécile BraunsteinAnne E. HaxthausenWen-ling HuangFelix HübnerJan PeleskaUwe SchulzeLinh Vu Hong,2014,http://link.springer.com/chapter/10.1007/978-3-319-11737-9_25,Chapter
A Model-Based Certification Framework for the EnergyBus Standard,"Formal Techniques for Distributed Objects, Components, and Systems",,,,10.1007/978-3-662-43613-4_6,Alexander Graf-BrillHolger HermannsHubert Garavel,2014,http://link.springer.com/chapter/10.1007/978-3-662-43613-4_6,Chapter
Evaluating Normalization Functions with Search Algorithms for Solving OCL Constraints,Testing Software and Systems,,,,10.1007/978-3-662-44857-1_2,Shaukat AliTao Yue,2014,http://link.springer.com/chapter/10.1007/978-3-662-44857-1_2,Chapter
Insights on the Use of OCL in Diverse Industrial Applications,System Analysis and Modeling: Models and Reusability,,,,10.1007/978-3-319-11743-0_16,Shaukat AliTao YueMuhammad Zohaib IqbalRajwinder Kaur Panesar-Walawege,2014,http://link.springer.com/chapter/10.1007/978-3-319-11743-0_16,Chapter
A Functional Verification of a Web Voting System,Computational Science and Its Applications – ICCSA 2014,,,,10.1007/978-3-319-09144-0_44,Maximiliano CristiáClaudia Frydman,2014,http://link.springer.com/chapter/10.1007/978-3-319-09144-0_44,Chapter
Back-To-Back Testing of Model-Based Code Generators,"Leveraging Applications of Formal Methods, Verification and Validation. Technologies for Mastering Change",,,,10.1007/978-3-662-45234-9_30,Sven JörgesBernhard Steffen,2014,http://link.springer.com/chapter/10.1007/978-3-662-45234-9_30,Chapter
A Systematic Approach to Requirements Driven Test Generation for Safety Critical Systems,Model-Based Safety and Assessment,,,,10.1007/978-3-319-12214-4_4,Toby WilkinsonMichael ButlerJohn Colley,2014,http://link.springer.com/chapter/10.1007/978-3-319-12214-4_4,Chapter
Active Learning of Nondeterministic Systems from an ioco Perspective,"Leveraging Applications of Formal Methods, Verification and Validation. Technologies for Mastering Change",,,,10.1007/978-3-662-45234-9_16,Michele VolpatoJan Tretmans,2014,http://link.springer.com/chapter/10.1007/978-3-662-45234-9_16,Chapter
Generating Test Data from a UML Activity Using the AMPL Interface for Constraint Solvers,Tests and Proofs,,,,10.1007/978-3-319-09099-3_14,Felix KurthSibylle SchuppStephan Weißleder,2014,http://link.springer.com/chapter/10.1007/978-3-319-09099-3_14,Chapter
The Relevance of Model-Driven Engineering Thirty Years from Now,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-319-11653-2_12,Gunter MussbacherDaniel AmyotRuth BreuJean-Michel BruelBetty H. C. ChengPhilippe ColletBenoit CombemaleRobert B. FranceRogardt HeldalJames HillJörg KienzleMatthias SchöttleFriedrich SteimannDave StikkolorumJon Whittle,2014,http://link.springer.com/chapter/10.1007/978-3-319-11653-2_12,Chapter
Pragmatic Approach to Test Case Reuse - A Case Study in Android OS BiDiTests Library,Software Reuse for Dynamic Systems in the Cloud and Beyond,,,,10.1007/978-3-319-14130-5_9,Suriya Priya R. AsaithambiStan Jarzabek,2014,http://link.springer.com/chapter/10.1007/978-3-319-14130-5_9,Chapter
"Security Testing Approaches – For Research, Industry and Standardization",Trustworthy Computing and Services,,,,10.1007/978-3-662-43908-1_49,Axel RennochIna SchieferdeckerJürgen Großmann,2014,http://link.springer.com/chapter/10.1007/978-3-662-43908-1_49,Chapter
A Trace Management Platform for Risk-Based Security Testing,Risk Assessment and Risk-Driven Testing,,,,10.1007/978-3-319-07076-6_9,Jürgen GroßmannMichael BergerJohannes Viehmann,2014,http://link.springer.com/chapter/10.1007/978-3-319-07076-6_9,Chapter
The FITTEST Tool Suite for Testing Future Internet Applications,Future Internet Testing,,,,10.1007/978-3-319-07785-7_1,Tanja E. J. VosPaolo TonellaI. S. Wishnu B. PrasetyaPeter M. KruseOnn ShehoryAlessandra BagnatoMark Harman,2014,http://link.springer.com/chapter/10.1007/978-3-319-07785-7_1,Chapter
Acceptance Test Optimization,System Analysis and Modeling: Models and Reusability,,,,10.1007/978-3-319-11743-0_11,Mohamed MussaFerhat Khendek,2014,http://link.springer.com/chapter/10.1007/978-3-319-11743-0_11,Chapter
Distinguishing Sequences for Partially Specified FSMs,NASA Formal Methods,,,,10.1007/978-3-319-06200-6_5,Robert M. HieronsUraz Cengiz Türker,2014,http://link.springer.com/chapter/10.1007/978-3-319-06200-6_5,Chapter
A Systematic Approach to Automatically Derive Test Cases from Use Cases Specified in Restricted Natural Languages,System Analysis and Modeling: Models and Reusability,,,,10.1007/978-3-319-11743-0_10,Man ZhangTao YueShaukat AliHuihui ZhangJi Wu,2014,http://link.springer.com/chapter/10.1007/978-3-319-11743-0_10,Chapter
On the Usage of TGGs for Automated Model Transformation Testing,Theory and Practice of Model Transformations,,,,10.1007/978-3-319-08789-4_1,Martin WieberAnthony AnjorinAndy Schürr,2014,http://link.springer.com/chapter/10.1007/978-3-319-08789-4_1,Chapter
Distributed Testing of Concurrent Systems: Vector Clocks to the Rescue,Theoretical Aspects of Computing – ICTAC 2014,,,,10.1007/978-3-319-10882-7_22,Hernán Ponce-de-LeónStefan HaarDelphine Longuet,2014,http://link.springer.com/chapter/10.1007/978-3-319-10882-7_22,Chapter
An Abstraction Technique for Testing Decomposable Systems by Model Checking,Tests and Proofs,,,,10.1007/978-3-319-09099-3_3,Paolo ArcainiAngelo GargantiniElvinia Riccobene,2014,http://link.springer.com/chapter/10.1007/978-3-319-09099-3_3,Chapter
An Evaluation of the Effectiveness of the Atomic Section Model,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-319-11653-2_3,Sunitha ThummalaJeff Offutt,2014,http://link.springer.com/chapter/10.1007/978-3-319-11653-2_3,Chapter
Formalizing DSL Semantics for Reasoning and Conformance Testing,Software Engineering and Formal Methods,,,,10.1007/978-3-319-10431-7_7,Sarmen KeshishzadehArjan J. Mooij,2014,http://link.springer.com/chapter/10.1007/978-3-319-10431-7_7,Chapter
On the Complexity of Input Output Conformance Testing,Formal Aspects of Component Software,,,,10.1007/978-3-319-07602-7_18,Neda NorooziMohammad Reza MousaviTim A. C. Willemse,2014,http://link.springer.com/chapter/10.1007/978-3-319-07602-7_18,Chapter
Twenty-Five Years of Formal Methods and Railways: What Next?,Software Engineering and Formal Methods,,,,10.1007/978-3-319-05032-4_13,Alessandro Fantechi,2014,http://link.springer.com/chapter/10.1007/978-3-319-05032-4_13,Chapter
Minimum Number of Test Paths for Prime Path and Other Structural Coverage Criteria,Testing Software and Systems,,,,10.1007/978-3-662-44857-1_5,Anurag DwarakanathAruna Jankiti,2014,http://link.springer.com/chapter/10.1007/978-3-662-44857-1_5,Chapter
Modeling and Analyzing Using ASMs: The Landing Gear System Case Study,ABZ 2014: The Landing Gear Case Study,,,,10.1007/978-3-319-07512-9_3,Paolo ArcainiAngelo GargantiniElvinia Riccobene,2014,http://link.springer.com/chapter/10.1007/978-3-319-07512-9_3,Chapter
Using CP in Automatic Test Generation for ABB Robotics’ Paint Control System,Principles and Practice of Constraint Programming,,,,10.1007/978-3-319-10428-7_6,Morten MossigeArnaud GotliebHein Meling,2014,http://link.springer.com/chapter/10.1007/978-3-319-10428-7_6,Chapter
The TTT Algorithm: A Redundancy-Free Approach to Active Automata Learning,Runtime Verification,,,,10.1007/978-3-319-11164-3_26,Malte IsbernerFalk HowarBernhard Steffen,2014,http://link.springer.com/chapter/10.1007/978-3-319-11164-3_26,Chapter
Software Quality Testing Model for Mobile Application,Mobile Web Information Systems,,,,10.1007/978-3-319-10359-4_16,Zhenyu LiuYun HuLizhi Cai,2014,http://link.springer.com/chapter/10.1007/978-3-319-10359-4_16,Chapter
Fomal Methods and Analyses in Software Product Line Engineering,"Leveraging Applications of Formal Methods, Verification and Validation. Technologies for Mastering Change",,,,10.1007/978-3-662-45234-9_18,Ina SchaeferMaurice H. ter Beek,2014,http://link.springer.com/chapter/10.1007/978-3-662-45234-9_18,Chapter
Learning Extended Finite State Machines,Software Engineering and Formal Methods,,,,10.1007/978-3-319-10431-7_18,Sofia CasselFalk HowarBengt JonssonBernhard Steffen,2014,http://link.springer.com/chapter/10.1007/978-3-319-10431-7_18,Chapter
Test Coverage Estimation Using Threshold Accepting,Automated Technology for Verification and Analysis,,,,10.1007/978-3-319-11936-6_9,Thao DangNoa Shalev,2014,http://link.springer.com/chapter/10.1007/978-3-319-11936-6_9,Chapter
An Expressive Semantics of Mocking,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-642-54804-8_27,Josef SvenningssonHans SvenssonNicholas SmallboneThomas ArtsUlf NorellJohn Hughes,2014,http://link.springer.com/chapter/10.1007/978-3-642-54804-8_27,Chapter
A TASM-Based Requirements Validation Approach for Safety-Critical Embedded Systems,Reliable Software Technologies – Ada-Europe 2014,,,,10.1007/978-3-319-08311-7_5,Jiale ZhouYue LuKristina Lundqvist,2014,http://link.springer.com/chapter/10.1007/978-3-319-08311-7_5,Chapter
Domain-Specific Code Generator Modeling: A Case Study for Multi-faceted Concurrent Systems,"Leveraging Applications of Formal Methods, Verification and Validation. Technologies for Mastering Change",,,,10.1007/978-3-662-45234-9_33,Stefan NaujokatLouis-Marie TraonouezMalte IsbernerBernhard SteffenAxel Legay,2014,http://link.springer.com/chapter/10.1007/978-3-662-45234-9_33,Chapter
IncQuery-D: A Distributed Incremental Model Query Framework in the Cloud,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-319-11653-2_40,Gábor SzárnyasBenedek IzsóIstván RáthDénes HarmathGábor BergmannDániel Varró,2014,http://link.springer.com/chapter/10.1007/978-3-319-11653-2_40,Chapter
Tutorial: Automata Learning in Practice,"Leveraging Applications of Formal Methods, Verification and Validation. Technologies for Mastering Change",,,,10.1007/978-3-662-45234-9_34,Falk HowarMalte IsbernerBernhard Steffen,2014,http://link.springer.com/chapter/10.1007/978-3-662-45234-9_34,Chapter
Integrity Assurance for Outsourced Databases without DBMS Modification,Data and Applications Security and Privacy XXVIII,,,,10.1007/978-3-662-43936-4_1,Wei WeiTing Yu,2014,http://link.springer.com/chapter/10.1007/978-3-662-43936-4_1,Chapter
Using Model Driven Security Approaches in Web Application Development,Information and Communication Technology,,,,10.1007/978-3-642-55032-4_42,Christoph HochreinerZhendong MaPeter KiesebergSebastian SchrittwieserEdgar Weippl,2014,http://link.springer.com/chapter/10.1007/978-3-642-55032-4_42,Chapter
Learning Fragments of the TCP Network Protocol,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-319-10702-8_6,Paul Fiterău-BroşteanRamon JanssenFrits Vaandrager,2014,http://link.springer.com/chapter/10.1007/978-3-319-10702-8_6,Chapter
A Framework for Business Rules,Advances in Conceptual Modeling,,,,10.1007/978-3-319-14139-8_9,Naveen PrakashDeepak Kumar SharmaDeepika PrakashDheerendra Singh,2014,http://link.springer.com/chapter/10.1007/978-3-319-14139-8_9,Chapter
Learning Regular Languages over Large Alphabets,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-642-54862-8_41,Oded MalerIrini-Eleftheria Mens,2014,http://link.springer.com/chapter/10.1007/978-3-642-54862-8_41,Chapter
Mining State-Based Models from Proof Corpora,Intelligent Computer Mathematics,,,,10.1007/978-3-319-08434-3_21,Thomas GransdenNeil WalkinshawRajeev Raman,2014,http://link.springer.com/chapter/10.1007/978-3-319-08434-3_21,Chapter
The Design and Implementation of the Random HTML Tags and Attributes-Based XSS Defence System,Advances in Swarm Intelligence,,,,10.1007/978-3-319-11897-0_24,Heng LinYiwen YanHongfei CaiWei Zhang,2014,http://link.springer.com/chapter/10.1007/978-3-319-11897-0_24,Chapter
Web Application Relations Mapping,Database and Expert Systems Applications,,,,10.1007/978-3-319-10085-2_13,Radek MaříkZdeněk KoubaMichal Pantůček,2014,http://link.springer.com/chapter/10.1007/978-3-319-10085-2_13,Chapter
Wind Turbine System: An Industrial Case Study in Formal Modeling and Verification,Formal Techniques for Safety-Critical Systems,,,,10.1007/978-3-319-05416-2_15,Jagadish SuryadevaraGaetana SapienzaCristina SeceleanuTiberiu SeceleanuStein-Erik EllevsethPaul Pettersson,2014,http://link.springer.com/chapter/10.1007/978-3-319-05416-2_15,Chapter
Formal System Modelling Using Abstract Data Types in Event-B,"Abstract State Machines, Alloy, B, TLA, VDM, and Z",,,,10.1007/978-3-662-43652-3_20,Andreas FürstThai Son HoangDavid BasinNaoto SatoKunihiko Miyazaki,2014,http://link.springer.com/chapter/10.1007/978-3-662-43652-3_20,Chapter
Developing Corpus-Based Translation Methods between Informal and Formal Mathematics: Project Description,Intelligent Computer Mathematics,,,,10.1007/978-3-319-08434-3_34,Cezary KaliszykJosef UrbanJiří VyskočilHerman Geuvers,2014,http://link.springer.com/chapter/10.1007/978-3-319-08434-3_34,Chapter
Issues in Applying Model Based Process Improvement in the Cloud Computing Domain,Software Process Improvement and Capability Determination,,,,10.1007/978-3-319-13036-1_21,Jeremy CadeLian WenTerry Rout,2014,http://link.springer.com/chapter/10.1007/978-3-319-13036-1_21,Chapter
In-Place Natural and Effortless Navigation for Large Industrial Scenarios,"Design, User Experience, and Usability. User Experience Design for Diverse Interaction Platforms and Environments",,,,10.1007/978-3-319-07626-3_52,Lucas S. FigueiredoMariana PinheiroEdvar Vilar NetoThiago MenezesJoão Marcelo TeixeiraVeronica TeichriebPedro AlessioDaniel Freitas,2014,http://link.springer.com/chapter/10.1007/978-3-319-07626-3_52,Chapter
Randomised Testing of a Microprocessor Model Using SMT-Solver State Generation,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-319-10702-8_13,Brian CampbellIan Stark,2014,http://link.springer.com/chapter/10.1007/978-3-319-10702-8_13,Chapter
3D Rectangulations and Geometric Matrix Multiplication,Algorithms and Computation,,,,10.1007/978-3-319-13075-0_6,Peter FloderusJesper JanssonChristos LevcopoulosAndrzej LingasDzmitry Sledneu,2014,http://link.springer.com/chapter/10.1007/978-3-319-13075-0_6,Chapter
Model-Based Testing for Verification Back-Ends,Tests and Proofs,,,,10.1007/978-3-642-38916-0_3,Cyrille ArthoArmin BiereMartina Seidl,2013,http://link.springer.com/chapter/10.1007/978-3-642-38916-0_3,Chapter
Case Studies in Learning-Based Testing,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_11,Lei FengSimon LundmarkKarl MeinkeFei NiuMuddassar A. SindhuPeter Y. H. Wong,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_11,Chapter
Modbat: A Model-Based API Tester for Event-Driven Systems,Hardware and Software: Verification and Testing,,,,10.1007/978-3-319-03077-7_8,Cyrille Valentin ArthoArmin BiereMasami HagiyaEric PlatonMartina SeidlYoshinori TanabeMitsuharu Yamamoto,2013,http://link.springer.com/chapter/10.1007/978-3-319-03077-7_8,Chapter
Experience with Industrial Adoption of Business Process Models for User Acceptance Testing,Modelling Foundations and Applications,,,,10.1007/978-3-642-39013-5_14,Deepali KholkarPooja YelureHarshit TiwariAjay DeshpandeAditya Shetye,2013,http://link.springer.com/chapter/10.1007/978-3-642-39013-5_14,Chapter
Unfolding-Based Test Selection for Concurrent Conformance,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_7,Hernán Ponce de LeónStefan HaarDelphine Longuet,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_7,Chapter
Identification and Selection of Interaction Test Scenarios for Integration Testing,System Analysis and Modeling: Theory and Practice,,,,10.1007/978-3-642-36757-1_2,Mohamed MussaFerhat Khendek,2013,http://link.springer.com/chapter/10.1007/978-3-642-36757-1_2,Chapter
Model-Driven Test Code Generation,Evaluation of Novel Approaches to Software Engineering,,,,10.1007/978-3-642-32341-6_11,Beatriz Pérez LamanchaPedro RealesMacario PoloDanilo Caivano,2013,http://link.springer.com/chapter/10.1007/978-3-642-32341-6_11,Chapter
Towards a GUI Test Model Using State Charts and Programming Code,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_18,Daniel MauserAlexander KlausKonstantin Holl,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_18,Chapter
Automatic Grammar-Based Test Generation,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_2,Hai-Feng GuoZongyan Qiu,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_2,Chapter
Systematic Review on Software Product Line Testing,Software and Data Technologies,,,,10.1007/978-3-642-29578-2_4,Beatriz Pérez LamanchaMacario PoloMario Piattini,2013,http://link.springer.com/chapter/10.1007/978-3-642-29578-2_4,Chapter
Behavioral Fuzzing Operators for UML Sequence Diagrams,System Analysis and Modeling: Theory and Practice,,,,10.1007/978-3-642-36757-1_6,Martin SchneiderJürgen GroßmannNikolay TcholtchevIna SchieferdeckerAndrej Pietschker,2013,http://link.springer.com/chapter/10.1007/978-3-642-36757-1_6,Chapter
Incremental Refinement Checking for Test Case Generation,Tests and Proofs,,,,10.1007/978-3-642-38916-0_1,Bernhard K. AichernigElisabeth JöbstlMatthias Kegele,2013,http://link.springer.com/chapter/10.1007/978-3-642-38916-0_1,Chapter
A Generic Fault Model for Quality Assurance,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-642-41533-3_6,Alexander PretschnerDominik HollingRobert EschbachMatthias Gemmar,2013,http://link.springer.com/chapter/10.1007/978-3-642-41533-3_6,Chapter
A Grey-Box Approach for Automated GUI-Model Generation of Mobile Applications,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-642-37057-1_19,Wei YangMukul R. PrasadTao Xie,2013,http://link.springer.com/chapter/10.1007/978-3-642-37057-1_19,Chapter
State-Driven Testing of Distributed Systems,Principles of Distributed Systems,,,,10.1007/978-3-319-03850-6_9,Domenico CotroneoRoberto NatellaStefano RussoFabio Scippacercola,2013,http://link.springer.com/chapter/10.1007/978-3-319-03850-6_9,Chapter
Testing Idempotence for Infrastructure as Code,Middleware 2013,,,,10.1007/978-3-642-45065-5_19,Waldemar HummerFlorian RosenbergFábio OliveiraTamar Eilam,2013,http://link.springer.com/chapter/10.1007/978-3-642-45065-5_19,Chapter
An Implementation Relation and Test Framework for Timed Distributed Systems,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_6,Christophe GastonRobert M. HieronsPascale Le Gall,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_6,Chapter
Automated Test Case Selection Using Feature Model: An Industrial Case Study,Model-Driven Engineering Languages and Systems,,,,10.1007/978-3-642-41533-3_15,Shuai WangArnaud GotliebShaukat AliMarius Liaaen,2013,http://link.springer.com/chapter/10.1007/978-3-642-41533-3_15,Chapter
Using Logic Coverage to Improve Testing Function Block Diagrams,Testing Software and Systems,,,,10.1007/978-3-642-41707-8_1,Eduard Paul EnoiuDaniel SundmarkPaul Pettersson,2013,http://link.springer.com/chapter/10.1007/978-3-642-41707-8_1,Chapter
